mouse_id,sub_area_um2,sub_width_um,sub_height_um,midline_slope,midline_intercept,midline_midpoint_x,midline_midpoint_y,midline_is_vertical,midline_is_horizontal,divline_slope,divline_intercept,divline_is_vertical,divline_is_horizontal
1179202,599410.4226,1335.802743,608.1200761,0.070216049,330.1523213,692.6384595,378.7866576,FALSE,FALSE,-14.24175824,10243.17615,FALSE,FALSE
1095199,613521.1818,1193.559536,748.2938025,-0.349462366,812.7684492,599.8718912,603.135799,FALSE,FALSE,2.861538462,-1113.42069,FALSE,FALSE
1095200,640123.6832,1252.803505,733.8321324,-0.2696793,771.3279611,687.5544304,585.9087634,FALSE,FALSE,3.708108108,-1963.617395,FALSE,FALSE
1095202,593076.0968,1099.64125,834.0966194,0.666666667,30.85165831,608.2184067,436.3305961,FALSE,FALSE,-1.5,1348.658206,FALSE,FALSE
1095203,637352.0044,1183.252129,696.7582225,-0.162621359,531.0878474,696.7582225,417.7800782,FALSE,FALSE,6.149253731,-3866.763022,FALSE,FALSE
1179205,423410.8223,1092.546796,483.7439903,0.061790668,455.8339501,551.7704889,489.9282174,FALSE,FALSE,-16.18367347,9419.60164,FALSE,FALSE
1142874,481207.2566,1056.817791,606.0554561,0.15974026,265.1566242,650.0322693,368.9929478,FALSE,FALSE,-6.260162602,4438.30065,FALSE,FALSE
1179201,555864.5909,1245.09263,571.011024,-0.112170499,455.2586562,677.1737234,379.2997416,FALSE,FALSE,8.915,-5657.704003,FALSE,FALSE
1179204,531035.7385267204,1080.1853663177926,853.9442519029495,0.5476190476190477,117.69740587195867,659.6551855375832,478.9371503330162,False,False,-1.826086956521739,1683.5248804451246,False,False
